Rk,Player,Age,Pos,Date,Tm,,Opp,,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2194,Reggie Theus\theusre01,28-150,G,1986-03-12,SAC,@,DAL,W,1,44,10,17,.588,10,17,.588,0,0,,12,12,1.000,3,11,14,15,2,0,6,2,32,35.2
2195,Larry Bird\birdla01,29-094,F,1986-03-11,BOS,@,HOU,W,1,37,11,18,.611,9,16,.563,2,2,1.000,7,12,.583,2,6,8,10,1,0,2,1,31,29.6
2196,Ralph Sampson\sampsra01,25-244,C-F,1986-03-08,HOU,,SAS,W,1,38,11,24,.458,11,24,.458,0,0,,5,7,.714,9,7,16,7,2,2,3,3,27,26.3
2197,Magic Johnson\johnsma02,26-204,G-F,1986-03-06,LAL,@,GSW,W,1,41,11,18,.611,11,18,.611,0,0,,8,10,.800,2,6,8,14,3,0,6,4,30,29.4
2198,Purvis Short\shortpu01,28-245,F-G,1986-03-04,GSW,,SAS,W,1,44,12,19,.632,12,18,.667,0,1,.000,9,9,1.000,2,6,8,9,1,0,4,3,33,29.8
2199,Isiah Thomas\thomais01,24-308,G,1986-03-04,DET,,NJN,W,1,40,12,21,.571,12,20,.600,0,1,.000,4,4,1.000,2,5,7,12,3,1,5,3,28,26.9
2200,Larry Bird\birdla01,29-085,F,1986-03-02,BOS,,DET,W,1,41,12,23,.522,12,21,.571,0,2,.000,11,11,1.000,2,7,9,7,1,0,2,1,35,30.7
2201,Mark Aguirre\aguirma01,26-080,F-G,1986-02-28,DAL,,PHI,L,1,41,14,26,.538,14,23,.609,0,3,.000,6,6,1.000,4,6,10,7,1,0,2,0,34,29.9
2202,Larry Bird\birdla01,29-078,F,1986-02-23,BOS,,IND,W,1,41,12,27,.444,12,24,.500,0,3,.000,6,7,.857,2,9,11,12,4,0,1,2,30,30.2
2203,Jeff Malone\malonje01,24-239,G,1986-02-22,WSB,@,CLE,W,1,38,15,27,.556,15,27,.556,0,0,,3,4,.750,0,8,8,7,3,0,1,0,33,29.0
2204,Larry Bird\birdla01,29-074,F,1986-02-19,BOS,@,GSW,W,1,44,14,23,.609,13,20,.650,1,3,.333,7,9,.778,1,11,12,11,0,1,2,2,36,34.3
2205,Albert King\kingal01,26-062,F-G,1986-02-17,NJN,,DAL,L,1,39,10,25,.400,10,25,.400,0,0,,9,11,.818,4,10,14,8,0,1,3,4,29,22.2
2206,Larry Bird\birdla01,29-069,F,1986-02-14,BOS,@,POR,W,1,49,21,34,.618,18,31,.581,3,3,1.000,2,3,.667,3,11,14,11,1,2,8,1,47,38.3
2207,Larry Bird\birdla01,29-068,F,1986-02-13,BOS,@,SEA,W,1,43,10,21,.476,10,18,.556,0,3,.000,11,13,.846,3,12,15,11,1,1,3,0,31,31.6
2208,Isiah Thomas\thomais01,24-287,G,1986-02-11,DET,@,NJN,L,1,40,14,26,.538,13,24,.542,1,2,.500,10,12,.833,4,3,7,8,1,0,1,5,39,32.9
2209,Sleepy Floyd\floydsl01,25-330,G,1986-01-30,GSW,,MIL,L,1,40,12,18,.667,12,18,.667,0,0,,6,8,.750,2,5,7,8,2,0,5,6,30,24.5
2210,Reggie Theus\theusre01,28-104,G,1986-01-25,SAC,,POR,L,1,38,10,17,.588,9,13,.692,1,4,.250,7,10,.700,4,3,7,13,1,0,5,4,28,26.1
2211,Charles Barkley\barklch01,22-336,F,1986-01-22,PHI,,PHO,W,1,44,8,12,.667,6,9,.667,2,3,.667,11,15,.733,6,8,14,7,5,4,4,4,29,35.9
2212,Purvis Short\shortpu01,28-199,F-G,1986-01-17,GSW,,SAC,L,1,46,11,22,.500,10,20,.500,1,2,.500,5,7,.714,4,8,12,7,2,0,8,5,28,18.3
2213,Alvin Robertson\roberal01,23-177,G,1986-01-15,SAS,,HOU,L,1,45,13,20,.650,13,20,.650,0,0,,5,6,.833,1,7,8,10,1,0,6,4,31,25.0
2214,Ralph Sampson\sampsra01,25-192,C-F,1986-01-15,HOU,@,SAS,W,1,48,12,15,.800,12,15,.800,0,0,,6,9,.667,3,5,8,7,2,0,0,0,30,33.6
2215,Lewis Lloyd\lloydle01,26-326,G-F,1986-01-14,HOU,,UTA,L,1,47,13,20,.650,13,20,.650,0,0,,2,3,.667,4,6,10,10,2,1,3,2,28,29.3
2216,Alex English\englial01,32-002,F,1986-01-07,DEN,,DAL,W,1,32,11,26,.423,11,26,.423,0,0,,11,13,.846,6,2,8,8,0,1,2,4,33,25.9
2217,Larry Bird\birdla01,29-026,F,1986-01-02,BOS,@,IND,W,1,37,9,20,.450,8,18,.444,1,2,.500,8,10,.800,4,9,13,8,4,0,2,4,27,27.3
2218,John Lucas\lucasjo01,32-063,G,1986-01-02,HOU,@,GSW,W,1,40,9,16,.563,9,14,.643,0,2,.000,9,10,.900,1,6,7,10,1,0,2,1,27,27.1
2219,Cliff Robinson\robincl01,25-295,F,1986-01-02,WSB,@,NYK,W,1,43,11,19,.579,11,19,.579,0,0,,6,6,1.000,4,9,13,10,2,1,4,6,28,27.9
2220,Magic Johnson\johnsma02,26-137,G-F,1985-12-29,LAL,,GSW,L,1,42,9,15,.600,9,12,.750,0,3,.000,12,16,.750,1,6,7,12,0,0,8,2,30,23.6
2221,Alvin Robertson\roberal01,23-152,G,1985-12-21,SAS,@,DEN,W,1,43,14,19,.737,13,18,.722,1,1,1.000,12,14,.857,2,6,8,8,4,1,6,5,41,38.0
2222,Larry Bird\birdla01,29-011,F,1985-12-18,BOS,,DAL,W,1,41,14,27,.519,12,24,.500,2,3,.667,5,6,.833,1,7,8,10,3,0,4,5,35,28.1
2223,Orlando Woolridge\woolror01,26-001,F,1985-12-17,CHI,,BOS,W,1,40,17,27,.630,17,27,.630,0,0,,3,6,.500,3,4,7,7,1,0,2,3,37,29.7
2224,Sam Perkins\perkisa01,24-181,F-C,1985-12-12,DAL,@,HOU,L,1,43,11,16,.688,11,16,.688,0,0,,9,12,.750,4,16,20,7,1,1,3,5,31,32.2
2225,Alvin Robertson\roberal01,23-141,G,1985-12-10,SAS,@,CHI,W,1,38,11,18,.611,11,18,.611,0,0,,7,10,.700,3,5,8,7,2,0,2,3,29,26.9
2226,Micheal Ray Richardson\richami01,30-240,G-F,1985-12-07,NJN,,POR,W,1,43,11,17,.647,11,17,.647,0,0,,11,12,.917,3,6,9,12,2,0,8,4,33,29.8
2227,Ralph Sampson\sampsra01,25-152,C-F,1985-12-06,HOU,@,LAL,L,1,47,14,23,.609,14,23,.609,0,0,,4,5,.800,2,7,9,9,2,1,2,3,32,30.4
2228,Mark Aguirre\aguirma01,25-360,F-G,1985-12-05,DAL,,SAS,L,1,39,8,19,.421,8,19,.421,0,0,,11,16,.688,4,3,7,8,1,1,2,3,27,22.7
2229,Magic Johnson\johnsma02,26-112,G-F,1985-12-04,LAL,@,UTA,W,1,35,9,16,.563,8,15,.533,1,1,1.000,10,11,.909,1,8,9,8,5,0,2,5,29,30.7
2230,Jeff Ruland\rulanje01,26-353,C-F,1985-12-04,WSB,@,PHI,L,1,47,13,21,.619,13,21,.619,0,0,,2,5,.400,8,8,16,10,1,2,4,5,28,28.7
2231,Jeff Ruland\rulanje01,26-349,C-F,1985-11-30,WSB,,DET,W,1,40,12,21,.571,12,21,.571,0,0,,5,6,.833,5,6,11,11,1,2,3,3,29,29.9
2232,Jeff Ruland\rulanje01,26-343,C-F,1985-11-24,WSB,,CHI,W,1,43,11,15,.733,11,15,.733,0,0,,5,7,.714,2,10,12,7,0,1,6,4,27,22.5
2233,Magic Johnson\johnsma02,26-092,G-F,1985-11-14,LAL,,POR,W,1,44,12,19,.632,11,18,.611,1,1,1.000,5,7,.714,2,7,9,12,4,0,5,2,30,30.8
2234,Fat Lever\leverfa01,25-086,G,1985-11-12,DEN,@,HOU,L,1,43,11,21,.524,11,21,.524,0,0,,9,12,.750,5,4,9,12,2,0,5,5,31,27.6
2235,Vern Fleming\flemive01,23-271,G,1985-11-02,IND,,DET,L,1,40,12,17,.706,12,17,.706,0,0,,3,4,.750,7,4,11,9,3,0,3,2,27,31.1
2236,Eddie Johnson\johnsed03,26-183,F-G,1985-10-31,SAC,,HOU,W,1,42,15,26,.577,15,26,.577,0,0,,7,7,1.000,6,8,14,7,1,0,3,3,37,33.1
2237,Micheal Ray Richardson\richami01,30-202,G-F,1985-10-30,NJN,,IND,W,1,54,15,31,.484,15,29,.517,0,2,.000,8,12,.667,1,10,11,11,9,0,3,5,38,36.1
2238,Micheal Ray Richardson\richami01,30-003,G-F,1985-04-14,NJN,@,BOS,W,1,41,16,28,.571,15,27,.556,1,1,1.000,3,3,1.000,3,4,7,7,5,0,2,4,36,32.4
2239,Tom Chambers\chambto01,25-295,F-C,1985-04-12,SEA,@,LAL,L,1,40,12,24,.500,11,22,.500,1,2,.500,9,11,.818,3,6,9,7,1,1,1,5,34,28.7
2240,Mark Aguirre\aguirma01,25-122,F-G,1985-04-11,DAL,@,SEA,W,1,31,14,22,.636,14,21,.667,0,1,.000,2,5,.400,2,6,8,8,1,1,2,1,30,27.1
2241,Larry Bird\birdla01,28-125,F,1985-04-11,BOS,@,CLE,W,0,37,10,20,.500,7,14,.500,3,6,.500,6,10,.600,3,5,8,12,1,0,0,2,29,29.6
2242,Micheal Ray Richardson\richami01,29-364,G-F,1985-04-10,NJN,,PHI,W,1,37,13,20,.650,13,20,.650,0,0,,1,2,.500,4,4,8,14,7,1,5,4,27,32.7
2243,Larry Bird\birdla01,28-121,F,1985-04-07,BOS,,NYK,W,1,46,15,27,.556,13,24,.542,2,3,.667,6,8,.750,4,5,9,10,0,0,4,4,38,30.0
2244,Alex English\englial01,31-092,F,1985-04-07,DEN,,GSW,W,1,41,14,26,.538,14,26,.538,0,0,,14,16,.875,4,6,10,8,1,0,3,3,42,35.6
2245,Magic Johnson\johnsma02,25-236,G-F,1985-04-07,LAL,,POR,W,1,46,11,16,.688,11,16,.688,0,0,,17,19,.895,2,7,9,11,2,0,8,5,39,34.6
2246,John Bagley\baglejo01,24-347,G,1985-04-05,CLE,@,DET,W,1,37,13,17,.765,13,16,.813,0,1,.000,2,3,.667,0,7,7,13,2,0,4,3,28,28.9
2247,Alvan Adams\adamsal01,30-259,C-F,1985-04-04,PHO,,DEN,L,1,40,11,24,.458,11,24,.458,0,0,,9,10,.900,5,8,13,11,1,1,5,3,31,27.3
2248,Alvan Adams\adamsal01,30-257,C-F,1985-04-02,PHO,,SEA,W,1,36,9,22,.409,9,22,.409,0,0,,10,12,.833,0,7,7,9,3,2,0,4,28,26.6
2249,Clyde Drexler\drexlcl01,22-284,G,1985-04-02,POR,,HOU,W,1,36,13,20,.650,13,20,.650,0,0,,4,4,1.000,5,2,7,8,7,0,2,3,30,34.7
2250,Michael Jordan\jordami01,22-044,G-F,1985-04-02,CHI,,NJN,W,1,44,12,19,.632,12,19,.632,0,0,,7,8,.875,5,3,8,9,3,0,7,1,31,28.4
2251,Michael Jordan\jordami01,22-039,G-F,1985-03-28,CHI,@,CLE,L,1,41,11,25,.440,10,22,.455,1,3,.333,12,14,.857,4,4,8,10,2,0,2,4,35,30.5
2252,Andrew Toney\toneyan01,27-121,G,1985-03-24,PHI,,DEN,W,1,37,8,14,.571,8,13,.615,0,1,.000,12,14,.857,0,11,11,12,1,1,5,1,28,28.6
2253,Larry Bird\birdla01,28-105,F,1985-03-22,BOS,,CLE,W,1,45,16,28,.571,14,24,.583,2,4,.500,2,2,1.000,1,7,8,15,0,1,3,5,36,31.8
2254,Larry Bird\birdla01,28-100,F,1985-03-17,BOS,,HOU,W,1,43,17,32,.531,17,30,.567,0,2,.000,14,15,.933,4,11,15,7,2,0,3,1,48,41.6
2255,Michael Jordan\jordami01,22-028,G-F,1985-03-17,CHI,,MIL,W,1,48,11,25,.440,11,22,.500,0,3,.000,10,13,.769,6,5,11,16,1,1,3,5,32,31.3
2256,Bernard King\kingbe01,28-102,F,1985-03-16,NYK,,IND,W,1,39,12,14,.857,12,14,.857,0,0,,5,9,.556,1,7,8,10,1,2,6,4,29,27.0
2257,Michael Jordan\jordami01,22-026,G-F,1985-03-15,CHI,,PHO,W,1,42,11,15,.733,11,15,.733,0,0,,5,6,.833,1,8,9,14,2,2,6,3,27,29.6
2258,Larry Bird\birdla01,28-096,F,1985-03-13,BOS,,PHO,W,1,39,13,22,.591,13,20,.650,0,2,.000,5,6,.833,1,11,12,7,2,2,2,2,31,29.9
2259,Bernard King\kingbe01,28-095,F,1985-03-09,NYK,,PHI,W,1,52,13,25,.520,13,25,.520,0,0,,16,23,.696,5,5,10,13,4,0,4,2,42,40.2
2260,Larry Bird\birdla01,28-091,F,1985-03-08,BOS,,DAL,W,1,37,12,20,.600,10,17,.588,2,3,.667,6,6,1.000,5,10,15,9,1,1,2,1,32,34.9
2261,Steve Colter\coltest01,22-225,G,1985-03-06,POR,@,WSB,L,1,55,14,20,.700,11,16,.688,3,4,.750,4,5,.800,1,7,8,9,1,0,6,4,35,28.7
2262,Michael Jordan\jordami01,22-016,G-F,1985-03-05,CHI,,WSB,W,1,44,12,23,.522,12,23,.522,0,0,,13,17,.765,2,7,9,8,2,1,2,3,37,32.7
2263,Ralph Sampson\sampsra01,24-241,C-F,1985-03-05,HOU,@,DEN,L,1,55,10,24,.417,10,24,.417,0,0,,10,16,.625,4,11,15,8,5,2,4,5,30,26.9
2264,Larry Bird\birdla01,28-086,F,1985-03-03,BOS,,DET,W,1,43,10,23,.435,9,21,.429,1,2,.500,9,10,.900,4,11,15,10,1,0,2,2,30,28.8
2265,Mark Aguirre\aguirma01,25-081,F-G,1985-03-01,DAL,,DEN,L,1,41,17,25,.680,16,22,.727,1,3,.333,11,13,.846,4,4,8,9,0,1,3,3,46,41.3
2266,Larry Bird\birdla01,28-082,F,1985-02-27,BOS,,SAS,W,1,42,13,27,.481,11,24,.458,2,3,.667,7,9,.778,4,10,14,7,2,2,5,4,35,28.0
2267,Clyde Drexler\drexlcl01,22-247,G,1985-02-24,POR,@,SAS,W,1,39,15,24,.625,15,24,.625,0,0,,7,8,.875,2,8,10,9,4,4,0,5,37,40.7
2268,Rolando Blackman\blackro01,25-363,G,1985-02-23,DAL,@,KCK,W,1,31,12,18,.667,12,18,.667,0,0,,3,6,.500,3,4,7,8,0,1,1,1,27,26.2
2269,Larry Bird\birdla01,28-073,F,1985-02-18,BOS,@,UTA,W,1,33,13,22,.591,11,18,.611,2,4,.500,2,3,.667,0,12,12,10,9,2,1,2,30,38.6
2270,Larry Bird\birdla01,28-070,F,1985-02-15,BOS,@,GSW,W,1,37,12,22,.545,11,19,.579,1,3,.333,5,5,1.000,1,6,7,7,2,0,4,4,30,23.2
2271,Micheal Ray Richardson\richami01,29-310,G-F,1985-02-15,NJN,,DET,W,1,43,11,18,.611,10,17,.588,1,1,1.000,7,9,.778,2,5,7,11,3,0,3,5,30,29.6
2272,Purvis Short\shortpu01,27-228,F-G,1985-02-15,GSW,,BOS,L,1,42,11,25,.440,11,24,.458,0,1,.000,7,9,.778,2,5,7,7,1,1,2,2,29,21.8
2273,Adrian Dantley\dantlad01,28-345,F-G,1985-02-07,UTA,@,KCK,W,1,41,11,24,.458,11,24,.458,0,0,,12,14,.857,6,2,8,7,1,0,1,4,34,28.9
2274,Larry Bird\birdla01,28-060,F,1985-02-05,BOS,@,CHI,W,1,42,9,21,.429,8,20,.400,1,1,1.000,8,8,1.000,2,7,9,7,1,3,4,2,27,22.6
2275,Michael Jordan\jordami01,21-354,G-F,1985-02-05,CHI,,BOS,L,1,45,14,25,.560,14,24,.583,0,1,.000,13,14,.929,4,8,12,7,4,1,1,6,41,40.1
2276,Bernard King\kingbe01,28-063,F,1985-02-05,NYK,@,SEA,W,1,40,12,21,.571,12,21,.571,0,0,,5,6,.833,4,7,11,7,0,0,4,3,29,23.3
2277,Micheal Ray Richardson\richami01,29-300,G-F,1985-02-05,NJN,@,DET,W,1,44,14,24,.583,13,23,.565,1,1,1.000,0,0,,1,6,7,7,3,0,6,1,29,21.8
2278,Michael Jordan\jordami01,21-348,G-F,1985-01-30,CHI,@,WSB,L,1,41,12,19,.632,12,19,.632,0,0,,14,15,.933,0,7,7,8,4,0,4,3,38,35.6
2279,Larry Bird\birdla01,28-051,F,1985-01-27,BOS,,POR,W,1,45,17,28,.607,15,23,.652,2,5,.400,12,12,1.000,1,9,10,7,3,1,5,3,48,41.0
2280,Michael Jordan\jordami01,21-344,G-F,1985-01-26,CHI,,ATL,W,1,43,17,24,.708,17,24,.708,0,0,,11,11,1.000,1,7,8,10,0,4,5,3,45,41.4
2281,Terry Cummings\cummite01,23-315,F,1985-01-24,MIL,@,KCK,W,1,37,15,28,.536,15,28,.536,0,0,,4,4,1.000,5,4,9,7,2,0,1,2,34,30.2
2282,Michael Jordan\jordami01,21-337,G-F,1985-01-19,CHI,@,IND,L,1,41,15,27,.556,13,23,.565,2,4,.500,6,8,.750,2,10,12,7,3,2,2,5,38,34.0
2283,Gene Banks\banksge01,25-247,F-G,1985-01-17,SAS,@,KCK,W,1,38,11,13,.846,11,13,.846,0,0,,10,12,.833,3,7,10,8,3,0,1,4,32,36.7
2284,Michael Jordan\jordami01,21-334,G-F,1985-01-16,CHI,@,NJN,L,1,44,8,17,.471,8,16,.500,0,1,.000,11,12,.917,1,6,7,7,2,0,6,3,27,20.1
2285,Michael Jordan\jordami01,21-332,G-F,1985-01-14,CHI,,DEN,W,1,43,11,16,.688,11,16,.688,0,0,,13,15,.867,2,12,14,15,3,1,6,3,35,39.4
2286,Larry Bird\birdla01,28-035,F,1985-01-11,BOS,,WSB,W,1,45,16,25,.640,15,23,.652,1,2,.500,0,0,,1,6,7,7,3,0,6,1,33,25.9
2287,Isiah Thomas\thomais01,23-250,G,1985-01-05,DET,@,WSB,W,1,42,8,21,.381,7,20,.350,1,1,1.000,10,13,.769,5,6,11,13,4,0,2,3,27,29.5
2288,Alex English\englial01,30-358,F,1984-12-28,DEN,,LAL,L,1,39,14,29,.483,14,29,.483,0,0,,3,4,.750,6,3,9,8,4,0,1,3,31,28.4
2289,Michael Jordan\jordami01,21-314,G-F,1984-12-27,CHI,,CLE,W,1,44,20,33,.606,20,32,.625,0,1,.000,5,5,1.000,2,5,7,11,3,0,3,1,45,40.1
2290,Mark Aguirre\aguirma01,25-016,F-G,1984-12-26,DAL,,LAC,W,1,40,12,24,.500,12,24,.500,0,0,,7,8,.875,3,4,7,7,1,0,1,2,31,26.0
2291,Larry Bird\birdla01,28-019,F,1984-12-26,BOS,@,PHO,W,1,46,15,26,.577,15,25,.600,0,1,.000,4,5,.800,0,11,11,10,3,0,3,4,34,30.1
2292,Mark Aguirre\aguirma01,25-012,F-G,1984-12-22,DAL,@,UTA,W,1,41,10,20,.500,9,19,.474,1,1,1.000,7,10,.700,3,8,11,8,3,0,4,4,28,24.3
2293,Clyde Drexler\drexlcl01,22-183,G,1984-12-22,POR,@,PHO,L,1,44,11,21,.524,11,20,.550,0,1,.000,6,7,.857,3,5,8,8,6,0,2,4,28,28.9
2294,Michael Jordan\jordami01,21-309,G-F,1984-12-22,CHI,,BOS,W,1,35,12,18,.667,12,18,.667,0,0,,8,8,1.000,1,11,12,8,0,3,3,3,32,31.7
2295,Larry Bird\birdla01,28-014,F,1984-12-21,BOS,,IND,W,1,38,13,25,.520,13,25,.520,0,0,,7,8,.875,2,6,8,9,1,2,4,2,33,27.4
2296,Michael Jordan\jordami01,21-307,G-F,1984-12-20,CHI,@,ATL,W,1,41,12,22,.545,12,22,.545,0,0,,10,16,.625,4,4,8,7,5,1,7,5,34,26.6
2297,Bernard King\kingbe01,28-016,F,1984-12-20,NYK,,CLE,W,1,40,8,21,.381,8,20,.400,0,1,.000,12,16,.750,2,6,8,8,1,1,3,1,28,22.0
2298,Micheal Ray Richardson\richami01,29-252,G-F,1984-12-19,NJN,,WSB,W,1,42,13,19,.684,13,18,.722,0,1,.000,6,11,.545,3,5,8,10,2,0,7,3,32,26.3
2299,Cliff Robinson\robincl01,24-280,F,1984-12-18,WSB,,NJN,W,1,44,13,23,.565,13,23,.565,0,0,,4,6,.667,5,13,18,7,1,1,6,1,30,25.9
2300,Jack Sikma\sikmaja01,29-034,C-F,1984-12-18,SEA,,POR,W,1,42,10,17,.588,10,17,.588,0,0,,7,8,.875,4,18,22,7,1,2,5,3,27,28.0
2301,Michael Jordan\jordami01,21-301,G-F,1984-12-14,CHI,@,NJN,L,1,44,12,25,.480,12,25,.480,0,0,,10,10,1.000,2,6,8,8,1,0,0,4,34,29.5
2302,Alex English\englial01,30-337,F,1984-12-07,DEN,@,DET,L,1,39,15,26,.577,15,25,.600,0,1,.000,2,3,.667,2,8,10,7,1,1,4,3,32,24.6
2303,Magic Johnson\johnsma02,25-112,G-F,1984-12-04,LAL,@,CLE,W,1,39,13,18,.722,13,18,.722,0,0,,2,4,.500,1,9,10,14,3,1,5,2,28,30.9
2304,Jack Sikma\sikmaja01,29-017,C-F,1984-12-01,SEA,@,HOU,W,1,41,8,15,.533,8,15,.533,0,0,,12,12,1.000,3,15,18,8,0,1,2,3,28,30.4
2305,Larry Bird\birdla01,27-356,F,1984-11-27,BOS,@,DAL,W,1,44,16,20,.800,16,19,.842,0,1,.000,8,8,1.000,0,10,10,9,0,1,1,3,40,40.2
2306,Bernard King\kingbe01,27-356,F,1984-11-24,NYK,,IND,W,1,36,19,31,.613,19,31,.613,0,0,,14,17,.824,2,5,7,7,0,0,2,4,52,40.9
2307,Larry Bird\birdla01,27-343,F,1984-11-14,BOS,,NYK,W,1,45,9,21,.429,7,19,.368,2,2,1.000,9,10,.900,2,5,7,7,3,2,5,1,29,24.3
2308,Mychal Thompson\thompmy01,29-284,C-F,1984-11-09,POR,,LAL,L,1,38,10,15,.667,10,15,.667,0,0,,8,10,.800,1,6,7,8,1,2,2,5,28,27.2
2309,Larry Bird\birdla01,27-336,F,1984-11-07,BOS,,LAC,W,1,38,14,27,.519,13,25,.520,1,2,.500,2,2,1.000,5,9,14,9,2,3,1,3,31,32.1
2310,Dennis Johnson\johnsde01,30-045,G,1984-11-02,BOS,,DET,W,1,39,7,16,.438,7,16,.438,0,0,,14,16,.875,4,6,10,7,0,2,7,4,28,21.1
2311,Larry Bird\birdla01,27-329,F,1984-10-31,BOS,,NJN,W,1,41,14,26,.538,14,25,.560,0,1,.000,1,1,1.000,5,8,13,8,3,2,5,5,29,25.3
2312,Larry Bird\birdla01,27-324,F,1984-10-26,BOS,@,DET,W,1,43,12,24,.500,11,23,.478,1,1,1.000,8,10,.800,2,11,13,8,0,2,5,4,33,25.3
2313,Dennis Johnson\johnsde01,30-038,G,1984-10-26,BOS,@,DET,W,1,44,12,21,.571,12,21,.571,0,0,,5,6,.833,4,6,10,9,0,0,2,4,29,26.0
2314,Greg Ballard\ballagr01,29-071,F,1984-04-09,WSB,,CHI,W,1,47,16,20,.800,16,20,.800,0,0,,1,2,.500,4,7,11,7,2,2,3,3,33,34.0
2315,Larry Bird\birdla01,27-123,F,1984-04-08,BOS,,CHI,W,1,35,12,17,.706,12,17,.706,0,0,,6,6,1.000,4,6,10,10,1,1,2,5,30,32.2
2316,Gus Williams\willigu01,30-176,G,1984-04-03,SEA,@,DEN,L,1,38,16,30,.533,16,29,.552,0,1,.000,2,2,1.000,4,4,8,8,1,0,3,1,34,26.6
2317,Alex English\englial01,30-082,F,1984-03-27,DEN,@,HOU,L,1,39,15,20,.750,15,20,.750,0,0,,2,2,1.000,4,3,7,7,1,0,4,5,32,27.6
2318,Adrian Dantley\dantlad01,28-026,F-G,1984-03-25,UTA,@,SEA,W,1,43,13,19,.684,13,19,.684,0,0,,14,16,.875,4,4,8,10,0,0,1,3,40,39.9
2319,Mike Woodson\woodsmi01,26-000,G-F,1984-03-24,KCK,,SAS,W,0,37,10,19,.526,10,19,.526,0,0,,9,9,1.000,3,4,7,8,3,2,1,6,29,29.6
2320,George Gervin\gervige01,31-328,G-F,1984-03-20,SAS,,ATL,W,1,51,13,22,.591,13,22,.591,0,0,,5,7,.714,5,3,8,7,1,1,10,6,31,18.6
2321,Alex English\englial01,30-069,F,1984-03-14,DEN,@,DET,W,1,37,12,19,.632,12,19,.632,0,0,,13,13,1.000,3,8,11,7,0,2,5,4,37,32.7
2322,Gus Williams\willigu01,30-155,G,1984-03-13,SEA,@,LAL,L,1,40,11,25,.440,11,25,.440,0,0,,5,5,1.000,4,4,8,8,2,0,3,1,27,22.1
2323,Larry Bird\birdla01,27-095,F,1984-03-11,BOS,,PHO,W,1,41,11,18,.611,10,17,.588,1,1,1.000,6,6,1.000,0,7,7,10,0,1,2,4,29,27.0
2324,Alex English\englial01,30-066,F,1984-03-11,DEN,,POR,W,1,40,15,25,.600,15,25,.600,0,0,,4,4,1.000,3,4,7,7,1,3,2,2,34,31.0
2325,Larry Bird\birdla01,27-093,F,1984-03-09,BOS,@,MIL,W,1,53,13,28,.464,12,26,.462,1,2,.500,3,3,1.000,3,5,8,12,0,0,3,4,30,23.0
2326,Magic Johnson\johnsma02,24-203,G-F,1984-03-04,LAL,@,DET,W,1,43,9,16,.563,9,16,.563,0,0,,11,14,.786,5,9,14,7,3,2,7,1,29,28.3
2327,Mark Aguirre\aguirma01,24-083,F-G,1984-03-02,DAL,,KCK,W,1,36,13,23,.565,13,22,.591,0,1,.000,2,4,.500,3,5,8,8,0,2,7,2,28,19.1
2328,Isiah Thomas\thomais01,22-300,G,1984-02-24,DET,@,IND,L,1,39,11,24,.458,11,24,.458,0,0,,5,11,.455,1,6,7,11,4,1,6,4,27,19.5
2329,Larry Bird\birdla01,27-074,F,1984-02-19,BOS,@,POR,W,1,46,14,20,.700,12,18,.667,2,2,1.000,4,4,1.000,3,15,18,9,3,1,4,4,34,36.6
2330,Alex English\englial01,30-045,F,1984-02-19,DEN,@,SEA,L,1,38,11,27,.407,11,27,.407,0,0,,7,8,.875,5,7,12,9,0,0,1,4,29,23.4
2331,Kareem Abdul-Jabbar\abdulka01,36-307,C,1984-02-17,LAL,,DEN,L,1,38,13,18,.722,13,18,.722,0,0,,7,8,.875,5,7,12,7,1,3,2,2,33,36.0
2332,Larry Bird\birdla01,27-072,F,1984-02-17,BOS,@,SEA,W,1,44,13,24,.542,13,23,.565,0,1,.000,4,4,1.000,1,12,13,13,3,1,5,3,30,29.3
2333,Magic Johnson\johnsma02,24-187,G-F,1984-02-17,LAL,,DEN,L,1,42,11,22,.500,11,21,.524,0,1,.000,11,11,1.000,2,11,13,16,2,2,5,2,33,35.5
2334,Alex English\englial01,30-042,F,1984-02-16,DEN,,ATL,W,1,40,17,28,.607,17,28,.607,0,0,,2,4,.500,3,4,7,8,3,3,3,1,36,33.0
2335,Sidney Moncrief\moncrsi01,26-144,G,1984-02-12,MIL,,SDC,W,1,53,14,25,.560,14,25,.560,0,0,,10,11,.909,3,5,8,12,3,0,1,1,38,39.3
2336,Sidney Moncrief\moncrsi01,26-142,G,1984-02-10,MIL,,SAS,L,1,38,11,16,.688,11,16,.688,0,0,,5,5,1.000,3,7,10,10,0,1,1,2,27,30.3
2337,Larry Bird\birdla01,27-063,F,1984-02-08,BOS,,LAL,L,1,42,12,19,.632,12,19,.632,0,0,,5,5,1.000,5,6,11,7,0,0,1,3,29,28.5
2338,Larry Bird\birdla01,27-058,F,1984-02-03,BOS,,IND,W,1,30,11,23,.478,10,22,.455,1,1,1.000,4,4,1.000,2,10,12,9,6,0,2,3,27,28.8
2339,Larry Bird\birdla01,27-056,F,1984-02-01,BOS,,KCK,W,1,39,13,23,.565,13,22,.591,0,1,.000,6,8,.750,3,5,8,7,1,0,4,4,32,24.2
